,driver,year,round,circuit,constructor,status,position,points,laps,race_time,fastest_lap_time,lap,fastest_lap_rank,average_speed
17803,fisichella,2003,10,magny_cours,jordan,Engine,19,0,42,NaN,NaN,NaN,NaN,NaN
17804,fisichella,2003,11,silverstone,jordan,Suspension,19,0,44,NaN,NaN,NaN,NaN,NaN
17805,fisichella,2003,12,hockenheimring,jordan,Engine,13,0,60,NaN,NaN,NaN,NaN,NaN
17806,fisichella,2003,13,hungaroring,jordan,Engine,18,0,28,NaN,NaN,NaN,NaN,NaN
17807,fisichella,2003,14,monza,jordan,+1 Lap,10,0,52,NaN,NaN,NaN,NaN,NaN
17808,fisichella,2003,15,indianapolis,jordan,+1 Lap,7,2,72,NaN,NaN,NaN,NaN,NaN
17809,fisichella,2003,16,suzuka,jordan,Out of fuel,17,0,33,NaN,NaN,NaN,NaN,NaN
17810,frentzen,2003,1,albert_park,sauber,Finished,6,3,58,+43.928,NaN,NaN,NaN,NaN
17811,frentzen,2003,2,sepang,sauber,+1 Lap,9,0,55,NaN,NaN,NaN,NaN,NaN
17812,frentzen,2003,3,interlagos,sauber,Finished,5,4,54,+8.642,NaN,NaN,NaN,NaN
17813,frentzen,2003,4,imola,sauber,+1 Lap,11,0,61,NaN,NaN,NaN,NaN,NaN
17814,frentzen,2003,5,catalunya,sauber,Suspension,15,0,38,NaN,NaN,NaN,NaN,NaN
17815,frentzen,2003,6,osterreichring,sauber,Clutch,20,0,0,NaN,NaN,NaN,NaN,NaN
17816,frentzen,2003,7,monaco,sauber,Accident,19,0,0,NaN,NaN,NaN,NaN,NaN
17817,frentzen,2003,8,villeneuve,sauber,Electronics,20,0,6,NaN,NaN,NaN,NaN,NaN
17818,frentzen,2003,9,nurburgring,sauber,+1 Lap,9,0,59,NaN,NaN,NaN,NaN,NaN
17819,frentzen,2003,10,magny_cours,sauber,+2 Laps,12,0,68,NaN,NaN,NaN,NaN,NaN
17820,frentzen,2003,11,silverstone,sauber,Finished,12,0,60,+1:05.564,NaN,NaN,NaN,NaN
17821,frentzen,2003,12,hockenheimring,sauber,Accident,17,0,1,NaN,NaN,NaN,NaN,NaN
17822,frentzen,2003,13,hungaroring,sauber,Out of fuel,14,0,47,NaN,NaN,NaN,NaN,NaN
17823,frentzen,2003,14,monza,sauber,+3 Laps,13,0,50,NaN,NaN,NaN,NaN,NaN
17824,frentzen,2003,15,indianapolis,sauber,Finished,3,6,73,+37.964,NaN,NaN,NaN,NaN
17825,frentzen,2003,16,suzuka,sauber,Engine,19,0,9,NaN,NaN,NaN,NaN,NaN
17826,gene,2003,14,monza,williams,Finished,5,4,53,+27.891,NaN,NaN,NaN,NaN
17827,heidfeld,2003,1,albert_park,sauber,Suspension,15,0,20,NaN,NaN,NaN,NaN,NaN
17828,heidfeld,2003,2,sepang,sauber,+1 Lap,8,1,55,NaN,NaN,NaN,NaN,NaN
17829,heidfeld,2003,3,interlagos,sauber,Engine,20,0,8,NaN,NaN,NaN,NaN,NaN
17830,heidfeld,2003,4,imola,sauber,+1 Lap,10,0,61,NaN,NaN,NaN,NaN,NaN
17831,heidfeld,2003,5,catalunya,sauber,+2 Laps,10,0,63,NaN,NaN,NaN,NaN,NaN
17832,heidfeld,2003,6,osterreichring,sauber,Engine,15,0,46,NaN,NaN,NaN,NaN,NaN
17833,heidfeld,2003,7,monaco,sauber,+2 Laps,11,0,76,NaN,NaN,NaN,NaN,NaN
17834,heidfeld,2003,8,villeneuve,sauber,Engine,15,0,47,NaN,NaN,NaN,NaN,NaN
17835,heidfeld,2003,9,nurburgring,sauber,+1 Lap,8,1,59,NaN,NaN,NaN,NaN,NaN
17836,heidfeld,2003,10,magny_cours,sauber,+2 Laps,13,0,68,NaN,NaN,NaN,NaN,NaN
17837,heidfeld,2003,11,silverstone,sauber,+2 Laps,17,0,58,NaN,NaN,NaN,NaN,NaN
17838,heidfeld,2003,12,hockenheimring,sauber,+2 Laps,10,0,65,NaN,NaN,NaN,NaN,NaN
17839,heidfeld,2003,13,hungaroring,sauber,+1 Lap,9,0,69,NaN,NaN,NaN,NaN,NaN
17840,heidfeld,2003,14,monza,sauber,+1 Lap,9,0,52,NaN,NaN,NaN,NaN,NaN
17841,heidfeld,2003,15,indianapolis,sauber,Finished,5,4,73,+56.403,NaN,NaN,NaN,NaN
17842,heidfeld,2003,16,suzuka,sauber,Finished,9,0,53,+1:00.159,NaN,NaN,NaN,NaN
17843,kiesa,2003,12,hockenheimring,minardi,+5 Laps,12,0,62,NaN,NaN,NaN,NaN,NaN
17844,kiesa,2003,13,hungaroring,minardi,+4 Laps,13,0,66,NaN,NaN,NaN,NaN,NaN
17845,kiesa,2003,14,monza,minardi,+2 Laps,12,0,51,NaN,NaN,NaN,NaN,NaN
17846,kiesa,2003,15,indianapolis,minardi,+4 Laps,11,0,69,NaN,NaN,NaN,NaN,NaN
17847,kiesa,2003,16,suzuka,minardi,+3 Laps,16,0,50,NaN,NaN,NaN,NaN,NaN
17848,montoya,2003,1,albert_park,williams,Finished,2,8,58,+8.675,NaN,NaN,NaN,NaN
17849,montoya,2003,2,sepang,williams,+3 Laps,12,0,53,NaN,NaN,NaN,NaN,NaN
17850,montoya,2003,3,interlagos,williams,Accident,15,0,25,NaN,NaN,NaN,NaN,NaN
17851,montoya,2003,4,imola,williams,Finished,7,2,62,+45.271,NaN,NaN,NaN,NaN
17852,montoya,2003,5,catalunya,williams,Finished,4,5,65,+1:02.0,NaN,NaN,NaN,NaN
17853,montoya,2003,6,osterreichring,williams,Engine,17,0,32,NaN,NaN,NaN,NaN,NaN
17854,montoya,2003,7,monaco,williams,Finished,1,10,78,1:42:19.010,NaN,NaN,NaN,NaN
17855,montoya,2003,8,villeneuve,williams,Finished,3,6,70,+1.355,NaN,NaN,NaN,NaN
17856,montoya,2003,9,nurburgring,williams,Finished,2,8,60,+16.821,NaN,NaN,NaN,NaN
17857,montoya,2003,10,magny_cours,williams,Finished,2,8,70,+13.813,NaN,NaN,NaN,NaN
17858,montoya,2003,11,silverstone,williams,Finished,2,8,60,+5.462,NaN,NaN,NaN,NaN
17859,montoya,2003,12,hockenheimring,williams,Finished,1,10,67,1:28:48.769,NaN,NaN,NaN,NaN
17860,montoya,2003,13,hungaroring,williams,Finished,3,6,70,+34.537,NaN,NaN,NaN,NaN
17861,montoya,2003,14,monza,williams,Finished,2,8,53,+5.294,NaN,NaN,NaN,NaN
17862,montoya,2003,15,indianapolis,williams,+1 Lap,6,3,72,NaN,NaN,NaN,NaN,NaN
17863,montoya,2003,16,suzuka,williams,Hydraulics,20,0,9,NaN,NaN,NaN,NaN,NaN
17864,panis,2003,1,albert_park,toyota,Fuel pressure,14,0,31,NaN,NaN,NaN,NaN,NaN
17865,panis,2003,2,sepang,toyota,Fuel pressure,17,0,12,NaN,NaN,NaN,NaN,NaN
17866,panis,2003,3,interlagos,toyota,Collision,17,0,18,NaN,NaN,NaN,NaN,NaN
17867,panis,2003,4,imola,toyota,+1 Lap,9,0,61,NaN,NaN,NaN,NaN,NaN
17868,panis,2003,5,catalunya,toyota,Gearbox,14,0,41,NaN,NaN,NaN,NaN,NaN
17869,panis,2003,6,osterreichring,toyota,Suspension,18,0,6,NaN,NaN,NaN,NaN,NaN
17870,panis,2003,7,monaco,toyota,+4 Laps,13,0,74,NaN,NaN,NaN,NaN,NaN
17871,panis,2003,8,villeneuve,toyota,+1 Lap,8,1,69,NaN,NaN,NaN,NaN,NaN
17872,panis,2003,9,nurburgring,toyota,Spun off,19,0,37,NaN,NaN,NaN,NaN,NaN
17873,panis,2003,10,magny_cours,toyota,+1 Lap,8,1,69,NaN,NaN,NaN,NaN,NaN
17874,panis,2003,11,silverstone,toyota,Finished,11,0,60,+1:05.207,NaN,NaN,NaN,NaN
17875,panis,2003,12,hockenheimring,toyota,+1 Lap,5,4,66,NaN,NaN,NaN,NaN,NaN
17876,panis,2003,13,hungaroring,toyota,Gearbox,17,0,33,NaN,NaN,NaN,NaN,NaN
17877,panis,2003,14,monza,toyota,Brakes,15,0,35,NaN,NaN,NaN,NaN,NaN
17878,panis,2003,15,indianapolis,toyota,Accident,17,0,27,NaN,NaN,NaN,NaN,NaN
17879,panis,2003,16,suzuka,toyota,Finished,10,0,53,+1:01.844,NaN,NaN,NaN,NaN
17880,pizzonia,2003,1,albert_park,jaguar,Suspension,13,0,52,NaN,NaN,NaN,NaN,NaN
17881,pizzonia,2003,2,sepang,jaguar,Spun off,14,0,42,NaN,NaN,NaN,NaN,NaN
17882,pizzonia,2003,3,interlagos,jaguar,Accident,16,0,25,NaN,NaN,NaN,NaN,NaN
17883,pizzonia,2003,4,imola,jaguar,+2 Laps,14,0,60,NaN,NaN,NaN,NaN,NaN
17884,pizzonia,2003,5,catalunya,jaguar,Launch control,19,0,0,NaN,NaN,NaN,NaN,NaN
17885,pizzonia,2003,6,osterreichring,jaguar,+1 Lap,9,0,68,NaN,NaN,NaN,NaN,NaN
17886,pizzonia,2003,7,monaco,jaguar,Electrical,18,0,10,NaN,NaN,NaN,NaN,NaN
17887,pizzonia,2003,8,villeneuve,jaguar,+4 Laps,10,0,64,NaN,NaN,NaN,NaN,NaN
17888,pizzonia,2003,9,nurburgring,jaguar,+1 Lap,10,0,59,NaN,NaN,NaN,NaN,NaN
17889,pizzonia,2003,10,magny_cours,jaguar,+1 Lap,10,0,69,NaN,NaN,NaN,NaN,NaN
17890,pizzonia,2003,11,silverstone,jaguar,Engine,20,0,32,NaN,NaN,NaN,NaN,NaN
17891,raikkonen,2003,1,albert_park,mclaren,Finished,3,6,58,+9.192,NaN,NaN,NaN,NaN
17892,raikkonen,2003,2,sepang,mclaren,Finished,1,10,56,1:32:22.195,NaN,NaN,NaN,NaN
17893,raikkonen,2003,3,interlagos,mclaren,Finished,2,8,54,+0.945,NaN,NaN,NaN,NaN
17894,raikkonen,2003,4,imola,mclaren,Finished,2,8,62,+1.882,NaN,NaN,NaN,NaN
17895,raikkonen,2003,5,catalunya,mclaren,Collision,20,0,0,NaN,NaN,NaN,NaN,NaN
17896,raikkonen,2003,6,osterreichring,mclaren,Finished,2,8,69,+3.362,NaN,NaN,NaN,NaN
17897,raikkonen,2003,7,monaco,mclaren,Finished,2,8,78,+0.602,NaN,NaN,NaN,NaN
17898,raikkonen,2003,8,villeneuve,mclaren,Finished,6,3,70,+1:10.502,NaN,NaN,NaN,NaN
17899,raikkonen,2003,9,nurburgring,mclaren,Engine,20,0,25,NaN,NaN,NaN,NaN,NaN
17900,raikkonen,2003,10,magny_cours,mclaren,Finished,4,5,70,+38.047,NaN,NaN,NaN,NaN
17901,raikkonen,2003,11,silverstone,mclaren,Finished,3,6,60,+10.656,NaN,NaN,NaN,NaN
17902,raikkonen,2003,12,hockenheimring,mclaren,Accident,19,0,0,NaN,NaN,NaN,NaN,NaN
17903,raikkonen,2003,13,hungaroring,mclaren,Finished,2,8,70,+16.768,NaN,NaN,NaN,NaN
17904,raikkonen,2003,14,monza,mclaren,Finished,4,5,53,+12.834,NaN,NaN,NaN,NaN
17905,raikkonen,2003,15,indianapolis,mclaren,Finished,2,8,73,+18.258,NaN,NaN,NaN,NaN
17906,raikkonen,2003,16,suzuka,mclaren,Finished,2,8,53,+11.085,NaN,NaN,NaN,NaN
17907,sato,2003,16,suzuka,bar,Finished,6,3,53,+51.692,NaN,NaN,NaN,NaN
17908,michael_schumacher,2003,1,albert_park,ferrari,Finished,4,5,58,+9.482,NaN,NaN,NaN,NaN
17909,michael_schumacher,2003,2,sepang,ferrari,+1 Lap,6,3,55,NaN,NaN,NaN,NaN,NaN
17910,michael_schumacher,2003,3,interlagos,ferrari,Accident,14,0,27,NaN,NaN,NaN,NaN,NaN
17911,michael_schumacher,2003,4,imola,ferrari,Finished,1,10,62,1:28:12.058,NaN,NaN,NaN,NaN
17912,michael_schumacher,2003,5,catalunya,ferrari,Finished,1,10,65,1:33:46.933,NaN,NaN,NaN,NaN
17913,michael_schumacher,2003,6,osterreichring,ferrari,Finished,1,10,69,1:24:04.888,NaN,NaN,NaN,NaN
17914,michael_schumacher,2003,7,monaco,ferrari,Finished,3,6,78,+1.720,NaN,NaN,NaN,NaN
17915,michael_schumacher,2003,8,villeneuve,ferrari,Finished,1,10,70,1:31:13.591,NaN,NaN,NaN,NaN
17916,michael_schumacher,2003,9,nurburgring,ferrari,Finished,5,4,60,+1:06.162,NaN,NaN,NaN,NaN
17917,michael_schumacher,2003,10,magny_cours,ferrari,Finished,3,6,70,+19.568,NaN,NaN,NaN,NaN
17918,michael_schumacher,2003,11,silverstone,ferrari,Finished,4,5,60,+25.648,NaN,NaN,NaN,NaN
17919,michael_schumacher,2003,12,hockenheimring,ferrari,+1 Lap,7,2,66,NaN,NaN,NaN,NaN,NaN
17920,michael_schumacher,2003,13,hungaroring,ferrari,+1 Lap,8,1,69,NaN,NaN,NaN,NaN,NaN
17921,michael_schumacher,2003,14,monza,ferrari,Finished,1,10,53,1:14:19.838,NaN,NaN,NaN,NaN
17922,michael_schumacher,2003,15,indianapolis,ferrari,Finished,1,10,73,1:33:35.997,NaN,NaN,NaN,NaN
17923,michael_schumacher,2003,16,suzuka,ferrari,Finished,8,1,53,+59.487,NaN,NaN,NaN,NaN
17924,ralf_schumacher,2003,1,albert_park,williams,Finished,8,1,58,+45.745,NaN,NaN,NaN,NaN
17925,ralf_schumacher,2003,2,sepang,williams,Finished,4,5,56,+1:28.026,NaN,NaN,NaN,NaN
17926,ralf_schumacher,2003,3,interlagos,williams,Finished,7,2,54,+38.526,NaN,NaN,NaN,NaN
17927,ralf_schumacher,2003,4,imola,williams,Finished,4,5,62,+8.803,NaN,NaN,NaN,NaN
17928,ralf_schumacher,2003,5,catalunya,williams,+1 Lap,5,4,64,NaN,NaN,NaN,NaN,NaN
17929,ralf_schumacher,2003,6,osterreichring,williams,+1 Lap,6,3,68,NaN,NaN,NaN,NaN,NaN
17930,ralf_schumacher,2003,7,monaco,williams,Finished,4,5,78,+28.518,NaN,NaN,NaN,NaN
17931,ralf_schumacher,2003,8,villeneuve,williams,Finished,2,8,70,+0.784,NaN,NaN,NaN,NaN
17932,ralf_schumacher,2003,9,nurburgring,williams,Finished,1,10,60,1:34:43.622,NaN,NaN,NaN,NaN
17933,ralf_schumacher,2003,10,magny_cours,williams,Finished,1,10,70,1:30:49.213,NaN,NaN,NaN,NaN
17934,ralf_schumacher,2003,11,silverstone,williams,Finished,9,0,60,+58.032,NaN,NaN,NaN,NaN
17935,ralf_schumacher,2003,12,hockenheimring,williams,Accident,16,0,1,NaN,NaN,NaN,NaN,NaN
17936,ralf_schumacher,2003,13,hungaroring,williams,Finished,4,5,70,+35.620,NaN,NaN,NaN,NaN
17937,ralf_schumacher,2003,15,indianapolis,williams,Accident,19,0,21,NaN,NaN,NaN,NaN,NaN
17938,ralf_schumacher,2003,16,suzuka,williams,+1 Lap,12,0,52,NaN,NaN,NaN,NaN,NaN
17939,trulli,2003,1,albert_park,renault,Finished,5,4,58,+38.801,NaN,NaN,NaN,NaN
17940,trulli,2003,2,sepang,renault,+1 Lap,5,4,55,NaN,NaN,NaN,NaN,NaN
17941,trulli,2003,3,interlagos,renault,Finished,8,1,54,+45.927,NaN,NaN,NaN,NaN
17942,trulli,2003,4,imola,renault,+1 Lap,13,0,61,NaN,NaN,NaN,NaN,NaN
17943,trulli,2003,5,catalunya,renault,Collision,18,0,0,NaN,NaN,NaN,NaN,NaN
17944,trulli,2003,6,osterreichring,renault,+1 Lap,8,1,68,NaN,NaN,NaN,NaN,NaN
17945,trulli,2003,7,monaco,renault,Finished,6,3,78,+40.972,NaN,NaN,NaN,NaN
17946,trulli,2003,8,villeneuve,renault,Accident,16,0,22,NaN,NaN,NaN,NaN,NaN
17947,trulli,2003,9,nurburgring,renault,Fuel pressure,18,0,37,NaN,NaN,NaN,NaN,NaN
17948,trulli,2003,10,magny_cours,renault,Engine,17,0,45,NaN,NaN,NaN,NaN,NaN
17949,trulli,2003,11,silverstone,renault,Finished,6,3,60,+43.067,NaN,NaN,NaN,NaN
17950,trulli,2003,12,hockenheimring,renault,Finished,3,6,67,+1:09.060,NaN,NaN,NaN,NaN
17951,trulli,2003,13,hungaroring,renault,+1 Lap,7,2,69,NaN,NaN,NaN,NaN,NaN
17952,trulli,2003,14,monza,renault,Hydraulics,20,0,0,NaN,NaN,NaN,NaN,NaN
17953,trulli,2003,15,indianapolis,renault,Finished,4,5,73,+48.329,NaN,NaN,NaN,NaN
17954,trulli,2003,16,suzuka,renault,Finished,5,4,53,+34.269,NaN,NaN,NaN,NaN
17955,verstappen,2003,1,albert_park,minardi,+1 Lap,11,0,57,NaN,NaN,NaN,NaN,NaN
17956,verstappen,2003,2,sepang,minardi,+4 Laps,13,0,52,NaN,NaN,NaN,NaN,NaN
17957,verstappen,2003,3,interlagos,minardi,Spun off,13,0,31,NaN,NaN,NaN,NaN,NaN
17958,verstappen,2003,4,imola,minardi,Electrical,18,0,38,NaN,NaN,NaN,NaN,NaN
17959,verstappen,2003,5,catalunya,minardi,+3 Laps,12,0,62,NaN,NaN,NaN,NaN,NaN
17960,verstappen,2003,6,osterreichring,minardi,Clutch,19,0,0,NaN,NaN,NaN,NaN,NaN
17961,verstappen,2003,7,monaco,minardi,Fuel system,16,0,28,NaN,NaN,NaN,NaN,NaN
17962,verstappen,2003,8,villeneuve,minardi,+2 Laps,9,0,68,NaN,NaN,NaN,NaN,NaN
17963,verstappen,2003,9,nurburgring,minardi,+3 Laps,14,0,57,NaN,NaN,NaN,NaN,NaN
17964,verstappen,2003,10,magny_cours,minardi,+4 Laps,16,0,66,NaN,NaN,NaN,NaN,NaN
17965,verstappen,2003,11,silverstone,minardi,+2 Laps,15,0,58,NaN,NaN,NaN,NaN,NaN
17966,verstappen,2003,12,hockenheimring,minardi,Hydraulics,14,0,23,NaN,NaN,NaN,NaN,NaN
17967,verstappen,2003,13,hungaroring,minardi,+3 Laps,12,0,67,NaN,NaN,NaN,NaN,NaN
17968,verstappen,2003,14,monza,minardi,Oil leak,16,0,27,NaN,NaN,NaN,NaN,NaN
17969,verstappen,2003,15,indianapolis,minardi,+4 Laps,10,0,69,NaN,NaN,NaN,NaN,NaN
17970,verstappen,2003,16,suzuka,minardi,+2 Laps,15,0,51,NaN,NaN,NaN,NaN,NaN
17971,villeneuve,2003,1,albert_park,bar,Finished,9,0,58,+1:05.536,NaN,NaN,NaN,NaN
17972,villeneuve,2003,2,sepang,bar,Electrical,20,0,0,NaN,NaN,NaN,NaN,NaN
17973,villeneuve,2003,3,interlagos,bar,Finished,6,3,54,+16.054,NaN,NaN,NaN,NaN
17974,villeneuve,2003,4,imola,bar,Engine,20,0,19,NaN,NaN,NaN,NaN,NaN
17975,villeneuve,2003,5,catalunya,bar,Electrical,17,0,12,NaN,NaN,NaN,NaN,NaN
17976,villeneuve,2003,6,osterreichring,bar,+1 Lap,12,0,68,NaN,NaN,NaN,NaN,NaN
17977,villeneuve,2003,7,monaco,bar,Engine,14,0,63,NaN,NaN,NaN,NaN,NaN
17978,villeneuve,2003,8,villeneuve,bar,Brakes,19,0,14,NaN,NaN,NaN,NaN,NaN
17979,villeneuve,2003,9,nurburgring,bar,Gearbox,17,0,51,NaN,NaN,NaN,NaN,NaN
17980,villeneuve,2003,10,magny_cours,bar,+1 Lap,9,0,69,NaN,NaN,NaN,NaN,NaN
17981,villeneuve,2003,11,silverstone,bar,Finished,10,0,60,+1:03.569,NaN,NaN,NaN,NaN
17982,villeneuve,2003,12,hockenheimring,bar,+2 Laps,9,0,65,NaN,NaN,NaN,NaN,NaN
17983,villeneuve,2003,13,hungaroring,bar,Hydraulics,20,0,14,NaN,NaN,NaN,NaN,NaN
17984,villeneuve,2003,14,monza,bar,+1 Lap,6,3,52,NaN,NaN,NaN,NaN,NaN
17985,villeneuve,2003,15,indianapolis,bar,Engine,12,0,63,NaN,NaN,NaN,NaN,NaN
17986,webber,2003,1,albert_park,jaguar,Suspension,17,0,15,NaN,NaN,NaN,NaN,NaN
17987,webber,2003,2,sepang,jaguar,Engine,16,0,35,NaN,NaN,NaN,NaN,NaN
17988,webber,2003,3,interlagos,jaguar,Accident,9,0,53,NaN,NaN,NaN,NaN,NaN
17989,webber,2003,4,imola,jaguar,Driveshaft,16,0,54,NaN,NaN,NaN,NaN,NaN
17990,webber,2003,5,catalunya,jaguar,+1 Lap,7,2,64,NaN,NaN,NaN,NaN,NaN
17991,webber,2003,6,osterreichring,jaguar,+1 Lap,7,2,68,NaN,NaN,NaN,NaN,NaN
17992,webber,2003,7,monaco,jaguar,Hydraulics,17,0,16,NaN,NaN,NaN,NaN,NaN
17993,webber,2003,8,villeneuve,jaguar,+1 Lap,7,2,69,NaN,NaN,NaN,NaN,NaN
17994,webber,2003,9,nurburgring,jaguar,+1 Lap,6,3,59,NaN,NaN,NaN,NaN,NaN
17995,webber,2003,10,magny_cours,jaguar,Finished,6,3,70,+1:06.380,NaN,NaN,NaN,NaN
17996,webber,2003,11,silverstone,jaguar,+1 Lap,14,0,59,NaN,NaN,NaN,NaN,NaN
17997,webber,2003,12,hockenheimring,jaguar,Accident,11,0,64,NaN,NaN,NaN,NaN,NaN
17998,webber,2003,13,hungaroring,jaguar,Finished,6,3,70,+1:12.643,NaN,NaN,NaN,NaN
17999,webber,2003,14,monza,jaguar,+1 Lap,7,2,52,NaN,NaN,NaN,NaN,NaN
18000,webber,2003,15,indianapolis,jaguar,Accident,18,0,21,NaN,NaN,NaN,NaN,NaN
18001,webber,2003,16,suzuka,jaguar,Finished,11,0,53,+1:11.005,NaN,NaN,NaN,NaN
18002,wilson,2003,1,albert_park,minardi,Radiator,16,0,16,NaN,NaN,NaN,NaN,NaN
18003,wilson,2003,2,sepang,minardi,Mechanical,15,0,41,NaN,NaN,NaN,NaN,NaN
18004,wilson,2003,3,interlagos,minardi,Spun off,19,0,16,NaN,NaN,NaN,NaN,NaN
18005,wilson,2003,4,imola,minardi,Fuel rig,19,0,23,NaN,NaN,NaN,NaN,NaN
18006,wilson,2003,5,catalunya,minardi,+2 Laps,11,0,63,NaN,NaN,NaN,NaN,NaN
18007,wilson,2003,6,osterreichring,minardi,+2 Laps,13,0,67,NaN,NaN,NaN,NaN,NaN
18008,wilson,2003,7,monaco,minardi,Fuel system,15,0,29,NaN,NaN,NaN,NaN,NaN
18009,wilson,2003,8,villeneuve,minardi,Gearbox,12,0,60,NaN,NaN,NaN,NaN,NaN
18010,wilson,2003,9,nurburgring,minardi,+2 Laps,13,0,58,NaN,NaN,NaN,NaN,NaN
18011,wilson,2003,10,magny_cours,minardi,+3 Laps,14,0,67,NaN,NaN,NaN,NaN,NaN
18012,wilson,2003,11,silverstone,minardi,+2 Laps,16,0,58,NaN,NaN,NaN,NaN,NaN
18013,wilson,2003,12,hockenheimring,jaguar,Gearbox,15,0,6,NaN,NaN,NaN,NaN,NaN
18014,wilson,2003,13,hungaroring,jaguar,Engine,15,0,42,NaN,NaN,NaN,NaN,NaN
18015,wilson,2003,14,monza,jaguar,Gearbox,19,0,2,NaN,NaN,NaN,NaN,NaN
18016,wilson,2003,15,indianapolis,jaguar,+2 Laps,8,1,71,NaN,NaN,NaN,NaN,NaN
18017,wilson,2003,16,suzuka,jaguar,+1 Lap,13,0,52,NaN,NaN,NaN,NaN,NaN
18018,alonso,2004,1,albert_park,renault,Finished,3,6,58,+34.673,1:25.088,10,3,224.365
18019,alonso,2004,2,sepang,renault,Finished,7,2,56,+1:07.877,1:35.888,7,10,208.105
18020,alonso,2004,3,bahrain,renault,Finished,6,3,57,+53.156,1:30.654,39,2,215.116
18021,alonso,2004,4,imola,renault,Finished,4,5,62,+23.654,1:21.650,59,3,217.499
18022,alonso,2004,5,catalunya,renault,Finished,4,5,66,+32.952,1:17.556,27,3,214.776
18023,alonso,2004,6,monaco,renault,Accident,12,0,41,NaN,1:15.226,23,4,159.838
18024,alonso,2004,7,nurburgring,renault,Finished,5,4,60,+1:00.987,1:31.065,29,5,203.511
18025,alonso,2004,8,villeneuve,renault,Driveshaft,13,0,44,NaN,1:14.179,41,4,211.644
18026,alonso,2004,9,indianapolis,renault,Tyre,16,0,8,NaN,1:11.236,8,7,211.847
18027,alonso,2004,10,magny_cours,renault,Finished,2,8,70,+8.329,1:15.551,34,2,210.183
18028,alonso,2004,11,silverstone,renault,Finished,10,0,60,+24.835,1:20.442,39,8,230.073
18029,alonso,2004,12,hockenheimring,renault,Finished,3,6,66,+16.351,1:14.265,8,5,221.724
18030,alonso,2004,13,hungaroring,renault,Finished,3,6,70,+44.599,1:20.275,49,3,196.469
18031,alonso,2004,14,spa,renault,Engine,16,0,11,NaN,1:45.870,9,4,237.211
18032,alonso,2004,15,monza,renault,Spun off,16,0,40,NaN,1:22.881,31,8,251.623
18033,alonso,2004,16,shanghai,renault,Finished,4,5,56,+32.510,1:33.625,55,10,209.597
18034,alonso,2004,17,suzuka,renault,Finished,5,4,53,+37.767,1:34.279,29,12,221.737
18035,alonso,2004,18,interlagos,renault,Finished,4,5,71,+48.508,1:12.118,42,9,215.097
18036,barrichello,2004,1,albert_park,ferrari,Finished,2,8,58,+13.605,1:24.179,8,2,226.788
18037,barrichello,2004,2,sepang,ferrari,Finished,4,5,56,+13.615,1:35.350,7,6,209.279
18038,barrichello,2004,3,bahrain,ferrari,Finished,2,8,57,+1.367,1:30.876,29,4,214.591
18039,barrichello,2004,4,imola,ferrari,Finished,6,3,62,+36.683,1:21.873,31,7,216.906
18040,barrichello,2004,5,catalunya,ferrari,Finished,2,8,66,+13.290,1:17.887,16,5,213.863
18041,barrichello,2004,6,monaco,ferrari,Finished,3,6,77,+1:15.766,1:15.763,16,6,158.705
18042,barrichello,2004,7,nurburgring,ferrari,Finished,2,8,60,+17.989,1:30.101,14,3,205.689
18043,barrichello,2004,8,villeneuve,ferrari,Finished,2,8,70,+5.108,1:13.622,68,1,213.246
18044,barrichello,2004,9,indianapolis,ferrari,Finished,2,8,73,+2.950,1:10.399,7,1,214.366
18045,barrichello,2004,10,magny_cours,ferrari,Finished,3,6,70,+31.622,1:16.035,50,6,208.845
18046,barrichello,2004,11,silverstone,ferrari,Finished,3,6,60,+3.114,1:19.296,8,2,233.398
18047,barrichello,2004,12,hockenheimring,ferrari,Finished,12,0,66,+1:13.252,1:14.963,59,12,219.660
18048,barrichello,2004,13,hungaroring,ferrari,Finished,2,8,70,+4.696,1:19.213,29,2,199.103
18049,barrichello,2004,14,spa,ferrari,Finished,3,6,44,+4.371,1:45.666,43,3,237.669
18050,barrichello,2004,15,monza,ferrari,Finished,1,10,53,1:15:18.448,1:21.046,41,1,257.320
18051,barrichello,2004,16,shanghai,ferrari,Finished,1,10,56,1:29:12.420,1:32.455,28,2,212.250
18052,barrichello,2004,17,suzuka,ferrari,Collision,19,0,38,NaN,1:32.730,30,1,225.441
18053,barrichello,2004,18,interlagos,ferrari,Finished,3,6,71,+24.099,1:11.672,22,3,216.435
18054,baumgartner,2004,1,albert_park,minardi,Electrical,19,0,13,NaN,1:30.621,8,20,210.666
18055,baumgartner,2004,2,sepang,minardi,+4 Laps,16,0,52,NaN,1:40.123,12,20,199.302
18056,baumgartner,2004,3,bahrain,minardi,Engine,19,0,44,NaN,1:34.555,24,19,206.241
18057,baumgartner,2004,4,imola,minardi,+4 Laps,15,0,58,NaN,1:26.075,58,19,206.317
18058,baumgartner,2004,5,catalunya,minardi,Spun off,20,0,17,NaN,1:23.390,8,20,199.750
18059,baumgartner,2004,6,monaco,minardi,+6 Laps,9,0,71,NaN,1:21.886,2,19,146.838
18060,baumgartner,2004,7,nurburgring,minardi,+3 Laps,15,0,57,NaN,1:34.666,46,17,195.770
18061,baumgartner,2004,8,villeneuve,minardi,+4 Laps,10,0,66,NaN,1:17.516,64,18,202.533
