,driver,year,round,circuit,constructor,status,position,points,laps,race_time,fastest_lap_time,lap,fastest_lap_rank,average_speed
18062,baumgartner,2004,9,indianapolis,minardi,+3 Laps,8,1,70,NaN,1:14.097,39,16,203.668
18063,baumgartner,2004,10,magny_cours,minardi,Spun off,19,0,31,NaN,1:19.659,13,20,199.344
18064,baumgartner,2004,11,silverstone,minardi,Engine,19,0,29,NaN,1:24.317,12,20,219.500
18065,baumgartner,2004,12,hockenheimring,minardi,+4 Laps,16,0,62,NaN,1:18.760,18,20,209.070
18066,baumgartner,2004,13,hungaroring,minardi,+5 Laps,15,0,65,NaN,1:24.855,63,20,185.865
18067,baumgartner,2004,14,spa,minardi,Collision,15,0,28,NaN,1:51.031,25,16,226.185
18068,baumgartner,2004,15,monza,minardi,+3 Laps,15,0,50,NaN,1:26.356,31,18,241.497
18069,baumgartner,2004,16,shanghai,minardi,+3 Laps,16,0,53,NaN,1:37.578,51,20,201.106
18070,baumgartner,2004,17,suzuka,minardi,Spun off,17,0,41,NaN,1:39.434,26,20,210.241
18071,baumgartner,2004,18,interlagos,minardi,+4 Laps,16,0,67,NaN,1:14.743,45,17,207.543
18072,bruni,2004,1,albert_park,minardi,Not classified,17,0,43,NaN,1:30.161,10,19,211.741
18073,bruni,2004,2,sepang,minardi,+3 Laps,14,0,53,NaN,1:39.911,11,19,199.725
18074,bruni,2004,3,bahrain,minardi,+5 Laps,17,0,52,NaN,1:35.130,40,20,204.995
18075,bruni,2004,4,imola,minardi,Brakes,19,0,22,NaN,1:26.857,11,20,204.460
18076,bruni,2004,5,catalunya,minardi,Spun off,19,0,31,NaN,1:22.323,3,19,202.339
18077,bruni,2004,6,monaco,minardi,Gearbox,14,0,15,NaN,1:21.592,10,18,147.367
18078,bruni,2004,7,nurburgring,minardi,+3 Laps,14,0,57,NaN,1:35.555,7,18,193.949
18079,bruni,2004,8,villeneuve,minardi,Gearbox,14,0,30,NaN,1:18.025,25,19,201.212
18080,bruni,2004,9,indianapolis,minardi,Collision,20,0,0,NaN,NaN,NaN,NaN,NaN
18081,bruni,2004,10,magny_cours,minardi,+4 Laps,18,0,66,NaN,1:18.932,52,19,201.180
18082,bruni,2004,11,silverstone,minardi,+4 Laps,16,0,56,NaN,1:24.296,33,19,219.554
18083,bruni,2004,12,hockenheimring,minardi,+4 Laps,17,0,62,NaN,1:18.372,52,19,210.105
18084,bruni,2004,13,hungaroring,minardi,+4 Laps,14,0,66,NaN,1:24.601,65,19,186.423
18085,bruni,2004,14,spa,minardi,Collision,19,0,0,NaN,NaN,NaN,NaN,NaN
18086,bruni,2004,15,monza,minardi,Fire,18,0,29,NaN,1:26.371,24,19,241.456
18087,bruni,2004,16,shanghai,minardi,Wheel,17,0,38,NaN,1:37.377,23,19,201.521
18088,bruni,2004,17,suzuka,minardi,+3 Laps,16,0,50,NaN,1:39.352,27,19,210.415
18089,bruni,2004,18,interlagos,minardi,+4 Laps,17,0,67,NaN,1:14.756,50,18,207.507
18090,button,2004,1,albert_park,bar,Finished,6,3,58,+1:10.598,1:25.982,24,7,222.032
18091,button,2004,2,sepang,bar,Finished,3,6,56,+11.568,1:34.967,28,3,210.123
18092,button,2004,3,bahrain,bar,Finished,3,6,57,+26.687,1:30.960,24,5,214.393
18093,button,2004,4,imola,bar,Finished,2,8,62,+9.702,1:21.201,28,2,218.701
18094,button,2004,5,catalunya,bar,+1 Lap,8,1,65,NaN,1:17.495,46,2,214.945
18095,button,2004,6,monaco,bar,Finished,2,8,77,+0.497,1:15.220,40,3,159.851
18096,button,2004,7,nurburgring,bar,Finished,3,6,60,+22.533,1:30.457,13,4,204.879
18097,button,2004,8,villeneuve,bar,Finished,3,6,70,+20.409,1:14.246,68,5,211.453
18098,button,2004,9,indianapolis,bar,Gearbox,13,0,26,NaN,1:11.025,22,5,212.477
18099,button,2004,10,magny_cours,bar,Finished,5,4,70,+32.482,1:15.971,50,5,209.021
18100,button,2004,11,silverstone,bar,Finished,4,5,60,+10.683,1:19.488,10,3,232.835
18101,button,2004,12,hockenheimring,bar,Finished,2,8,66,+8.388,1:14.117,11,3,222.167
18102,button,2004,13,hungaroring,bar,Finished,5,4,70,+1:07.439,1:20.425,47,4,196.103
18103,button,2004,14,spa,bar,Collision,14,0,29,NaN,1:47.151,26,10,234.375
18104,button,2004,15,monza,bar,Finished,3,6,53,+10.197,1:22.671,13,6,252.262
18105,button,2004,16,shanghai,bar,Finished,2,8,56,+1.035,1:32.935,33,4,211.154
18106,button,2004,17,suzuka,bar,Finished,3,6,53,+19.662,1:33.819,33,7,222.824
18107,button,2004,18,interlagos,bar,Engine,20,0,3,NaN,1:24.440,2,20,183.709
18108,coulthard,2004,1,albert_park,mclaren,+1 Lap,8,1,57,NaN,1:26.328,13,11,221.142
18109,coulthard,2004,2,sepang,mclaren,Finished,6,3,56,+53.098,1:35.852,26,9,208.183
18110,coulthard,2004,3,bahrain,mclaren,Pneumatics,18,0,50,NaN,1:31.861,19,9,212.290
18111,coulthard,2004,4,imola,mclaren,+1 Lap,12,0,61,NaN,1:22.951,42,14,214.087
18112,coulthard,2004,5,catalunya,mclaren,+1 Lap,10,0,65,NaN,1:19.175,38,16,210.384
18113,coulthard,2004,6,monaco,mclaren,Collision,18,0,2,NaN,1:20.560,2,15,149.255
18114,coulthard,2004,7,nurburgring,mclaren,Engine,17,0,25,NaN,1:32.337,14,12,200.708
18115,coulthard,2004,8,villeneuve,mclaren,+1 Lap,6,3,69,NaN,1:15.478,55,10,208.002
18116,coulthard,2004,9,indianapolis,mclaren,+1 Lap,7,2,72,NaN,1:12.155,44,13,209.149
18117,coulthard,2004,10,magny_cours,mclaren,Finished,6,3,70,+35.520,1:16.303,11,10,208.112
18118,coulthard,2004,11,silverstone,mclaren,Finished,7,2,60,+19.668,1:20.547,25,10,229.773
18119,coulthard,2004,12,hockenheimring,mclaren,Finished,4,5,66,+19.231,1:14.558,8,8,220.853
18120,coulthard,2004,13,hungaroring,mclaren,+1 Lap,9,0,69,NaN,1:21.134,67,11,194.389
18121,coulthard,2004,14,spa,mclaren,Finished,7,2,44,+17.970,1:46.579,11,7,235.633
18122,coulthard,2004,15,monza,mclaren,Finished,6,3,53,+33.439,1:22.889,24,9,251.599
18123,coulthard,2004,16,shanghai,mclaren,Finished,9,0,56,+1:20.619,1:33.727,26,11,209.369
18124,coulthard,2004,17,suzuka,mclaren,Collision,18,0,38,NaN,1:33.917,14,9,222.592
18125,coulthard,2004,18,interlagos,mclaren,+1 Lap,11,0,70,NaN,1:12.522,40,12,213.899
18126,matta,2004,1,albert_park,toyota,+2 Laps,12,0,56,NaN,1:27.820,41,15,217.385
18127,matta,2004,2,sepang,toyota,+1 Lap,9,0,55,NaN,1:36.544,22,12,206.691
18128,matta,2004,3,bahrain,toyota,+1 Lap,10,0,56,NaN,1:32.319,23,11,211.237
18129,matta,2004,4,imola,toyota,Accident,18,0,32,NaN,1:23.108,25,15,213.683
18130,matta,2004,5,catalunya,toyota,+1 Lap,13,0,65,NaN,1:19.112,29,14,210.552
18131,matta,2004,6,monaco,toyota,+1 Lap,6,3,76,NaN,1:16.232,22,8,157.729
18132,matta,2004,7,nurburgring,toyota,Collision,20,0,0,NaN,NaN,NaN,NaN,NaN
18133,matta,2004,8,villeneuve,toyota,Disqualified,19,0,69,NaN,1:15.652,39,12,207.523
18134,matta,2004,9,indianapolis,toyota,Gearbox,14,0,17,NaN,1:12.872,8,14,207.091
18135,matta,2004,10,magny_cours,toyota,+1 Lap,14,0,69,NaN,1:16.937,49,14,206.397
18136,matta,2004,11,silverstone,toyota,+1 Lap,13,0,59,NaN,1:20.768,35,13,229.145
18137,matta,2004,12,hockenheimring,toyota,Puncture,19,0,38,NaN,1:15.145,20,14,219.128
18138,fisichella,2004,1,albert_park,sauber,+1 Lap,10,0,57,NaN,1:26.282,39,10,221.260
18139,fisichella,2004,2,sepang,sauber,+1 Lap,11,0,55,NaN,1:36.675,54,14,206.411
18140,fisichella,2004,3,bahrain,sauber,+1 Lap,11,0,56,NaN,1:32.329,40,12,211.214
18141,fisichella,2004,4,imola,sauber,+1 Lap,9,0,61,NaN,1:22.654,60,10,214.857
18142,fisichella,2004,5,catalunya,sauber,Finished,7,2,66,+1:17.108,1:19.062,37,13,210.685
18143,fisichella,2004,6,monaco,sauber,Collision,19,0,2,NaN,1:20.804,2,16,148.804
18144,fisichella,2004,7,nurburgring,sauber,Finished,6,3,60,+1:13.448,1:31.413,23,7,202.737
18145,fisichella,2004,8,villeneuve,sauber,+1 Lap,4,5,69,NaN,1:15.078,47,9,209.110
18146,fisichella,2004,9,indianapolis,sauber,+8 Laps,9,0,65,NaN,1:12.129,44,11,209.225
18147,fisichella,2004,10,magny_cours,sauber,+1 Lap,12,0,69,NaN,1:16.699,22,11,207.037
18148,fisichella,2004,11,silverstone,sauber,Finished,6,3,60,+12.888,1:19.813,22,5,231.887
18149,fisichella,2004,12,hockenheimring,sauber,Finished,9,0,66,+1:07.102,1:15.635,39,15,217.708
18150,fisichella,2004,13,hungaroring,sauber,+1 Lap,8,1,69,NaN,1:21.022,53,9,194.658
18151,fisichella,2004,14,spa,sauber,Finished,5,4,44,+14.104,1:46.758,11,9,235.238
18152,fisichella,2004,15,monza,sauber,Finished,8,1,53,+35.431,1:22.615,51,4,252.433
18153,fisichella,2004,16,shanghai,sauber,Finished,7,2,56,+1:05.454,1:33.520,25,7,209.833
18154,fisichella,2004,17,suzuka,sauber,Finished,8,1,53,+56.276,1:33.850,44,8,222.751
18155,fisichella,2004,18,interlagos,sauber,Finished,9,0,71,+1:03.842,1:11.877,69,6,215.818
18156,gene,2004,10,magny_cours,williams,Finished,10,0,70,+58.166,1:16.070,56,7,208.749
18157,gene,2004,11,silverstone,williams,Finished,12,0,60,+34.303,1:20.434,58,7,230.096
18158,glock,2004,8,villeneuve,jordan,+2 Laps,7,2,68,NaN,1:16.300,42,16,205.761
18159,glock,2004,16,shanghai,jordan,+1 Lap,15,0,55,NaN,1:34.931,54,16,206.714
18160,glock,2004,17,suzuka,jordan,+2 Laps,15,0,51,NaN,1:36.667,14,18,216.259
18161,glock,2004,18,interlagos,jordan,+2 Laps,15,0,69,NaN,1:13.905,68,16,209.896
18162,heidfeld,2004,1,albert_park,jordan,Transmission,16,0,43,NaN,1:27.503,27,13,218.173
18163,heidfeld,2004,2,sepang,jordan,Transmission,18,0,34,NaN,1:37.433,15,17,204.805
18164,heidfeld,2004,3,bahrain,jordan,+1 Lap,15,0,56,NaN,1:33.284,56,16,209.051
18165,heidfeld,2004,4,imola,jordan,Driveshaft,17,0,48,NaN,1:23.381,44,16,212.983
18166,heidfeld,2004,5,catalunya,jordan,Hydraulics,18,0,33,NaN,1:18.971,25,12,210.928
18167,heidfeld,2004,6,monaco,jordan,+2 Laps,7,2,75,NaN,1:18.262,35,13,153.637
18168,heidfeld,2004,7,nurburgring,jordan,+1 Lap,10,0,59,NaN,1:32.121,55,11,201.178
18169,heidfeld,2004,8,villeneuve,jordan,+2 Laps,8,1,68,NaN,1:15.890,18,14,206.873
18170,heidfeld,2004,9,indianapolis,jordan,Engine,12,0,40,NaN,1:13.095,37,15,206.460
18171,heidfeld,2004,10,magny_cours,jordan,+2 Laps,16,0,68,NaN,1:18.627,26,18,201.961
18172,heidfeld,2004,11,silverstone,jordan,+1 Lap,15,0,59,NaN,1:21.720,17,16,226.475
18173,heidfeld,2004,12,hockenheimring,jordan,Handling,18,0,42,NaN,1:16.903,20,18,214.119
18174,heidfeld,2004,13,hungaroring,jordan,+2 Laps,12,0,68,NaN,1:21.518,68,13,193.473
18175,heidfeld,2004,14,spa,jordan,+4 Laps,11,0,40,NaN,1:50.471,40,15,227.332
18176,heidfeld,2004,15,monza,jordan,+1 Lap,14,0,52,NaN,1:24.166,23,17,247.781
18177,heidfeld,2004,16,shanghai,jordan,+1 Lap,13,0,55,NaN,1:34.717,55,14,207.181
18178,heidfeld,2004,17,suzuka,jordan,+1 Lap,13,0,52,NaN,1:35.524,25,17,218.847
18179,heidfeld,2004,18,interlagos,jordan,Clutch,19,0,15,NaN,1:15.855,11,19,204.500
18180,klien,2004,1,albert_park,jaguar,+2 Laps,11,0,56,NaN,1:27.840,6,16,217.336
18181,klien,2004,2,sepang,jaguar,+1 Lap,10,0,55,NaN,1:37.031,12,16,205.653
18182,klien,2004,3,bahrain,jaguar,+1 Lap,14,0,56,NaN,1:32.533,38,14,210.748
18183,klien,2004,4,imola,jaguar,+2 Laps,14,0,60,NaN,1:23.647,27,17,212.306
18184,klien,2004,5,catalunya,jaguar,Throttle,16,0,43,NaN,1:19.142,18,15,210.472
18185,klien,2004,6,monaco,jaguar,Accident,20,0,0,NaN,NaN,NaN,NaN,NaN
18186,klien,2004,7,nurburgring,jaguar,+1 Lap,12,0,59,NaN,1:32.804,14,16,199.698
18187,klien,2004,8,villeneuve,jaguar,+3 Laps,9,0,67,NaN,1:15.731,45,13,207.307
18188,klien,2004,9,indianapolis,jaguar,Collision,17,0,0,NaN,NaN,NaN,NaN,NaN
18189,klien,2004,10,magny_cours,jaguar,+1 Lap,11,0,69,NaN,1:16.852,37,13,206.625
18190,klien,2004,11,silverstone,jaguar,+1 Lap,14,0,59,NaN,1:20.956,10,15,228.613
18191,klien,2004,12,hockenheimring,jaguar,Finished,10,0,66,+1:08.578,1:15.045,33,13,219.420
18192,klien,2004,13,hungaroring,jaguar,+2 Laps,13,0,68,NaN,1:22.530,45,17,191.101
18193,klien,2004,14,spa,jaguar,Finished,6,3,44,+14.614,1:47.509,11,11,233.595
18194,klien,2004,15,monza,jaguar,+1 Lap,13,0,52,NaN,1:23.432,29,15,249.961
18195,klien,2004,16,shanghai,jaguar,Collision,20,0,11,NaN,1:36.888,10,18,202.539
18196,klien,2004,17,suzuka,jaguar,+1 Lap,12,0,52,NaN,1:35.261,32,15,219.451
18197,klien,2004,18,interlagos,jaguar,+2 Laps,14,0,69,NaN,1:12.891,49,13,212.816
18198,massa,2004,1,albert_park,sauber,Engine,15,0,44,NaN,1:26.846,11,12,219.823
18199,massa,2004,2,sepang,sauber,+1 Lap,8,1,55,NaN,1:36.570,7,13,206.635
18200,massa,2004,3,bahrain,sauber,+1 Lap,12,0,56,NaN,1:32.690,44,15,210.391
18201,massa,2004,4,imola,sauber,+1 Lap,10,0,61,NaN,1:22.895,36,12,214.232
18202,massa,2004,5,catalunya,sauber,+1 Lap,9,0,65,NaN,1:18.819,43,10,211.334
18203,massa,2004,6,monaco,sauber,+1 Lap,5,4,76,NaN,1:17.151,23,10,155.850
18204,massa,2004,7,nurburgring,sauber,+1 Lap,9,0,59,NaN,1:32.729,37,14,199.859
18205,massa,2004,8,villeneuve,sauber,Accident,11,0,62,NaN,1:15.560,25,11,207.776
18206,massa,2004,9,indianapolis,sauber,Collision,18,0,0,NaN,NaN,NaN,NaN,NaN
18207,massa,2004,10,magny_cours,sauber,+1 Lap,13,0,69,NaN,1:17.388,23,16,205.194
18208,massa,2004,11,silverstone,sauber,Finished,9,0,60,+24.023,1:20.484,58,9,229.953
18209,massa,2004,12,hockenheimring,sauber,+1 Lap,13,0,65,NaN,1:16.248,61,17,215.958
18210,massa,2004,13,hungaroring,sauber,Brakes,19,0,21,NaN,1:21.856,14,15,192.674
18211,massa,2004,14,spa,sauber,Finished,4,5,44,+12.504,1:47.624,29,13,233.345
18212,massa,2004,15,monza,sauber,+1 Lap,12,0,52,NaN,1:22.941,50,11,251.441
18213,massa,2004,16,shanghai,sauber,Finished,8,1,56,+1:20.080,1:33.483,43,6,209.916
18214,massa,2004,17,suzuka,sauber,Finished,9,0,53,+1:29.656,1:33.614,40,4,223.312
18215,massa,2004,18,interlagos,sauber,Finished,8,1,71,+1:02.310,1:12.066,68,8,215.252
18216,montoya,2004,1,albert_park,williams,Finished,5,4,58,+1:08.536,1:25.286,42,4,223.844
18217,montoya,2004,2,sepang,williams,Finished,2,8,56,+5.022,1:34.223,28,1,211.782
18218,montoya,2004,3,bahrain,williams,+1 Lap,13,0,56,NaN,1:30.977,28,6,214.353
18219,montoya,2004,4,imola,williams,Finished,3,6,62,+21.617,1:21.870,27,6,216.914
18220,montoya,2004,5,catalunya,williams,Brakes,15,0,46,NaN,1:18.262,28,7,212.838
18221,montoya,2004,6,monaco,williams,+1 Lap,4,5,76,NaN,1:15.395,41,5,159.480
18222,montoya,2004,7,nurburgring,williams,+1 Lap,8,1,59,NaN,1:31.424,43,8,202.712
18223,montoya,2004,8,villeneuve,williams,Disqualified,18,0,70,NaN,1:14.295,69,6,211.314
18224,montoya,2004,9,indianapolis,williams,Disqualified,11,0,57,NaN,1:11.255,37,9,211.791
18225,montoya,2004,10,magny_cours,williams,Finished,8,1,70,+43.419,1:16.140,48,8,208.557
18226,montoya,2004,11,silverstone,williams,Finished,5,4,60,+12.173,1:19.968,26,6,231.437
18227,montoya,2004,12,hockenheimring,williams,Finished,5,4,66,+23.055,1:14.446,10,7,221.185
18228,montoya,2004,13,hungaroring,williams,Finished,4,5,70,+1:02.613,1:20.715,49,7,195.398
18229,montoya,2004,14,spa,williams,Tyre,12,0,37,NaN,1:46.547,36,6,235.704
18230,montoya,2004,15,monza,williams,Finished,5,4,53,+32.352,1:22.929,32,10,251.477
18231,montoya,2004,16,shanghai,williams,Finished,5,4,56,+45.193,1:33.108,34,5,210.761
18232,montoya,2004,17,suzuka,williams,Finished,7,2,53,+55.347,1:33.779,30,6,222.919
18233,montoya,2004,18,interlagos,williams,Finished,1,10,71,1:28:01.451,1:11.473,49,1,217.038
18234,panis,2004,1,albert_park,toyota,+2 Laps,13,0,56,NaN,1:27.807,35,14,217.417
18235,panis,2004,2,sepang,toyota,+1 Lap,12,0,55,NaN,1:35.951,23,11,207.968
18236,panis,2004,3,bahrain,toyota,+1 Lap,9,0,56,NaN,1:32.401,22,13,211.049
18237,panis,2004,4,imola,toyota,+1 Lap,11,0,61,NaN,1:22.861,59,11,214.320
18238,panis,2004,5,catalunya,toyota,Hydraulics,17,0,33,NaN,1:19.199,10,17,210.320
18239,panis,2004,6,monaco,toyota,+3 Laps,8,1,74,NaN,1:16.494,57,9,157.188
18240,panis,2004,7,nurburgring,toyota,+1 Lap,11,0,59,NaN,1:32.506,12,13,200.341
18241,panis,2004,8,villeneuve,toyota,Disqualified,20,0,69,NaN,1:16.045,23,15,206.451
18242,panis,2004,9,indianapolis,toyota,Finished,5,4,73,+37.534,1:10.933,46,4,212.752
18243,panis,2004,10,magny_cours,toyota,+2 Laps,15,0,68,NaN,1:17.069,53,15,206.043
18244,panis,2004,11,silverstone,toyota,Accident,20,0,16,NaN,1:23.131,4,18,222.631
18245,panis,2004,12,hockenheimring,toyota,+1 Lap,14,0,65,NaN,1:14.247,59,4,221.778
18246,panis,2004,13,hungaroring,toyota,+1 Lap,11,0,69,NaN,1:21.310,50,12,193.968
18247,panis,2004,14,spa,toyota,Finished,8,1,44,+18.693,1:47.765,29,14,233.040
18248,panis,2004,15,monza,toyota,Collision,20,0,0,NaN,NaN,NaN,NaN,NaN
18249,panis,2004,16,shanghai,toyota,+1 Lap,14,0,55,NaN,1:34.603,51,13,207.431
18250,panis,2004,17,suzuka,toyota,+2 Laps,14,0,51,NaN,1:34.438,11,13,221.364
18251,pantano,2004,1,albert_park,jordan,+3 Laps,14,0,55,NaN,1:28.523,15,18,215.659
18252,pantano,2004,2,sepang,jordan,+2 Laps,13,0,54,NaN,1:39.527,41,18,200.496
18253,pantano,2004,3,bahrain,jordan,+2 Laps,16,0,55,NaN,1:34.032,9,18,207.388
18254,pantano,2004,4,imola,jordan,Hydraulics,20,0,6,NaN,1:25.457,6,18,207.809
18255,pantano,2004,5,catalunya,jordan,Steering,14,0,51,NaN,1:19.896,27,18,208.486
18256,pantano,2004,6,monaco,jordan,Transmission,15,0,12,NaN,1:19.415,10,14,151.407
18257,pantano,2004,7,nurburgring,jordan,+2 Laps,13,0,58,NaN,1:32.772,27,15,199.767
18258,pantano,2004,9,indianapolis,jordan,Collision,19,0,0,NaN,NaN,NaN,NaN,NaN
18259,pantano,2004,10,magny_cours,jordan,+3 Laps,17,0,67,NaN,1:17.641,15,17,204.525
18260,pantano,2004,11,silverstone,jordan,Spun off,17,0,47,NaN,1:22.146,13,17,225.301
18261,pantano,2004,12,hockenheimring,jordan,+3 Laps,15,0,63,NaN,1:16.058,63,16,216.497
18262,pantano,2004,13,hungaroring,jordan,Gearbox,16,0,48,NaN,1:22.927,43,18,190.186
18263,pantano,2004,14,spa,jordan,Collision,20,0,0,NaN,NaN,NaN,NaN,NaN
18264,pantano,2004,15,monza,jordan,Accident,17,0,33,NaN,1:24.061,13,16,248.091
18265,pizzonia,2004,12,hockenheimring,williams,Finished,7,2,66,+41.956,1:14.586,65,10,220.770
18266,pizzonia,2004,13,hungaroring,williams,+1 Lap,7,2,69,NaN,1:20.501,48,5,195.918
18267,pizzonia,2004,14,spa,williams,Gearbox,13,0,31,NaN,1:46.740,26,8,235.278
18268,pizzonia,2004,15,monza,williams,Finished,7,2,53,+33.752,1:22.246,32,3,253.566
18269,raikkonen,2004,1,albert_park,mclaren,Engine,20,0,9,NaN,1:27.936,7,17,217.098
18270,raikkonen,2004,2,sepang,mclaren,Transmission,17,0,40,NaN,1:35.156,12,5,209.706
18271,raikkonen,2004,3,bahrain,mclaren,Engine,20,0,7,NaN,1:33.527,7,17,208.508
18272,raikkonen,2004,4,imola,mclaren,+1 Lap,8,1,61,NaN,1:22.500,39,9,215.258
18273,raikkonen,2004,5,catalunya,mclaren,+1 Lap,11,0,65,NaN,1:18.842,48,11,211.273
18274,raikkonen,2004,6,monaco,mclaren,Pneumatics,13,0,27,NaN,1:16.203,15,7,157.789
18275,raikkonen,2004,7,nurburgring,mclaren,Engine,18,0,9,NaN,1:31.670,2,9,202.168
18276,raikkonen,2004,8,villeneuve,mclaren,+1 Lap,5,4,69,NaN,1:14.752,44,7,210.022
18277,raikkonen,2004,9,indianapolis,mclaren,+1 Lap,6,3,72,NaN,1:11.248,59,8,211.812
18278,raikkonen,2004,10,magny_cours,mclaren,Finished,7,2,70,+36.230,1:15.791,30,3,209.518
18279,raikkonen,2004,11,silverstone,mclaren,Finished,2,8,60,+2.130,1:19.554,10,4,232.641
18280,raikkonen,2004,12,hockenheimring,mclaren,Rear wing,20,0,13,NaN,1:13.780,10,1,223.182
18281,raikkonen,2004,13,hungaroring,mclaren,Electrical,20,0,13,NaN,1:21.678,6,14,193.094
18282,raikkonen,2004,14,spa,mclaren,Finished,1,10,44,1:32:35.274,1:45.108,42,1,238.931
18283,raikkonen,2004,15,monza,mclaren,Engine,19,0,13,NaN,1:23.365,11,13,250.162
18284,raikkonen,2004,16,shanghai,mclaren,Finished,3,6,56,+1.469,1:32.876,53,3,211.288
18285,raikkonen,2004,17,suzuka,mclaren,Finished,6,3,53,+39.362,1:33.920,35,10,222.585
18286,raikkonen,2004,18,interlagos,mclaren,Finished,2,8,71,+1.022,1:11.562,52,2,216.768
18287,sato,2004,1,albert_park,bar,+1 Lap,9,0,57,NaN,1:26.077,43,8,221.787
18288,sato,2004,2,sepang,bar,+4 Laps,15,0,52,NaN,1:35.679,13,8,208.559
18289,sato,2004,3,bahrain,bar,Finished,5,4,57,+52.460,1:31.101,55,7,214.061
18290,sato,2004,4,imola,bar,Engine,16,0,56,NaN,1:21.929,44,8,216.758
18291,sato,2004,5,catalunya,bar,Finished,5,4,66,+42.327,1:17.678,47,4,214.439
18292,sato,2004,6,monaco,bar,Engine,17,0,2,NaN,1:21.368,2,17,147.773
18293,sato,2004,7,nurburgring,bar,Engine,16,0,47,NaN,1:30.004,11,2,205.910
18294,sato,2004,8,villeneuve,bar,Engine,12,0,48,NaN,1:15.076,25,8,209.116
18295,sato,2004,9,indianapolis,bar,Finished,3,6,73,+22.036,1:10.727,47,3,213.372
18296,sato,2004,10,magny_cours,bar,Engine,20,0,15,NaN,1:16.809,14,12,206.741
18297,sato,2004,11,silverstone,bar,Finished,11,0,60,+33.736,1:20.790,12,14,229.082
18298,sato,2004,12,hockenheimring,bar,Finished,8,1,66,+46.842,1:14.585,29,9,220.773
18299,sato,2004,13,hungaroring,bar,+1 Lap,6,3,69,NaN,1:21.030,10,10,194.639
18300,sato,2004,14,spa,bar,Collision,18,0,0,NaN,NaN,NaN,NaN,NaN
18301,sato,2004,15,monza,bar,Finished,4,5,53,+15.370,1:22.660,32,5,252.296
18302,sato,2004,16,shanghai,bar,Finished,6,3,56,+54.791,1:33.533,36,8,209.804
18303,sato,2004,17,suzuka,bar,Finished,4,5,53,+31.781,1:33.742,28,5,223.007
18304,sato,2004,18,interlagos,bar,Finished,6,3,71,+50.248,1:11.941,51,7,215.626
18305,ralf_schumacher,2004,1,albert_park,williams,Finished,4,5,58,+1:00.423,1:25.824,11,5,222.441
18306,ralf_schumacher,2004,2,sepang,williams,Engine,19,0,27,NaN,1:35.607,10,7,208.716
18307,ralf_schumacher,2004,3,bahrain,williams,Finished,7,2,57,+58.155,1:30.781,56,3,214.815
18308,ralf_schumacher,2004,4,imola,williams,Finished,7,2,62,+55.730,1:21.689,30,5,217.395
18309,ralf_schumacher,2004,5,catalunya,williams,Finished,6,3,66,+1:13.804,1:18.548,27,8,212.063
18310,ralf_schumacher,2004,6,monaco,williams,Gearbox,10,0,69,NaN,1:17.588,18,12,154.972
18311,ralf_schumacher,2004,7,nurburgring,williams,Collision,19,0,0,NaN,NaN,NaN,NaN,NaN
18312,ralf_schumacher,2004,8,villeneuve,williams,Disqualified,17,0,70,NaN,1:14.040,70,3,212.042
18313,ralf_schumacher,2004,9,indianapolis,williams,Tyre,15,0,9,NaN,1:11.982,8,10,209.652
18314,ralf_schumacher,2004,16,shanghai,williams,Collision,18,0,37,NaN,1:33.546,31,9,209.774
18315,ralf_schumacher,2004,17,suzuka,williams,Finished,2,8,53,+14.098,1:33.467,23,3,223.663
18316,ralf_schumacher,2004,18,interlagos,williams,Finished,5,4,71,+49.740,1:11.764,23,5,216.158
18317,michael_schumacher,2004,1,albert_park,ferrari,Finished,1,10,58,1:24:15.757,1:24.125,29,1,226.933
18318,michael_schumacher,2004,2,sepang,ferrari,Finished,1,10,56,1:31:07.490,1:34.819,6,2,210.451
18319,michael_schumacher,2004,3,bahrain,ferrari,Finished,1,10,57,1:28:34.875,1:30.252,7,1,216.074
18320,michael_schumacher,2004,4,imola,ferrari,Finished,1,10,62,1:26:19.670,1:20.411,10,1,220.850
18321,michael_schumacher,2004,5,catalunya,ferrari,Finished,1,10,66,1:27:32.841,1:17.450,12,1,215.070
18322,michael_schumacher,2004,6,monaco,ferrari,Collision,11,0,45,NaN,1:14.439,23,1,161.528
18323,michael_schumacher,2004,7,nurburgring,ferrari,Finished,1,10,60,1:32:35.101,1:29.468,7,1,207.144
18324,michael_schumacher,2004,8,villeneuve,ferrari,Finished,1,10,70,1:28:24.803,1:13.630,18,2,213.222
18325,michael_schumacher,2004,9,indianapolis,ferrari,Finished,1,10,73,1:40:29.914,1:10.412,8,2,214.327
18326,michael_schumacher,2004,10,magny_cours,ferrari,Finished,1,10,70,1:30:18.133,1:15.377,32,1,210.669
18327,michael_schumacher,2004,11,silverstone,ferrari,Finished,1,10,60,1:24:42.700,1:18.739,14,1,235.049
18328,michael_schumacher,2004,12,hockenheimring,ferrari,Finished,1,10,66,1:23:54.848,1:13.783,5,2,223.173
18329,michael_schumacher,2004,13,hungaroring,ferrari,Finished,1,10,70,1:35:26.131,1:19.071,29,1,199.461
18330,michael_schumacher,2004,14,spa,ferrari,Finished,2,8,44,+3.132,1:45.503,28,2,238.036
18331,michael_schumacher,2004,15,monza,ferrari,Finished,2,8,53,+1.347,1:21.361,35,2,256.324
